Article title,Authors,Journal title,Volume,Issue,Pages,Volume year,DOI,Published online date,URL,Article views (as of 24-Jan-2026),Crossref citations (as of 24-Jan-2026)
Cybersecurity For Defense Economists,Daniel Arce,Defence and Peace Economics,34,6,p705 - p725,2023,10.1080/10242694.2022.2138122,04-Nov-2022,https://doi.org/10.1080/10242694.2022.2138122,4544.0,8.0
The potential of antibody-mediated immunity in the defence against biological weapons,"Arturo Casadevall, Liise-Anne Pirofski",Expert Opinion on Biological Therapy,5,10,p1359 - p1372,2005,10.1517/14712598.5.10.1359,24-Nov-2005,https://doi.org/10.1517/14712598.5.10.1359,65.0,9.0
The Quadrennial Defense Review,,Strategic Comments,12,2,p1 - p2,2006,10.1080/1356788061222,22-Oct-2007,https://doi.org/10.1080/1356788061222,32.0,1.0
New Nordic pathways? Explaining Nordic countries' defence policy choices in the wake of the Ukrainian war,Marta Migliorati,Journal of European Public Policy,31,10,p3249 - p3274,2024,10.1080/13501763.2024.2314247,09-Feb-2024,https://doi.org/10.1080/13501763.2024.2314247,5291.0,12.0
The 2009 Defence White Paper and the Rudd Government's Response to China's Rise,Czeslaw Tubilewicz,Australian Journal of Political Science,45,1,p149 - p157,2010,10.1080/10361140903517767,24-Feb-2010,https://doi.org/10.1080/10361140903517767,1581.0,5.0
"Learning from experience - anxiety, defence and leadership in group supervision: the implications for supervision and reflective practice",Henry Smith,Journal of Social Work Practice,36,2,p209 - p225,2022,10.1080/02650533.2022.2057939,31-May-2022,https://doi.org/10.1080/02650533.2022.2057939,2324.0,9.0
India's Pursuit Of Ballistic Missile Defense,Sumit Ganguly,The Nonproliferation Review,21,3-4,p373 - p382,2014,10.1080/10736700.2015.1040229,10-Sep-2015,https://doi.org/10.1080/10736700.2015.1040229,696.0,2.0
Reactive community mobilization in Europe: the case of the English Defence League,Julian Richards,Behavioral Sciences of Terrorism and Political Aggression,5,3,p177 - p193,2013,10.1080/19434472.2011.575624,12-May-2011,https://doi.org/10.1080/19434472.2011.575624,949.0,8.0
An historical review of US defense strategy from Vietnam to operation Iraqi freedom,Robert R Tomes,Defense & Security Analysis,28,4,p303 - p315,2012,10.1080/14751798.2012.730722,22-Nov-2012,https://doi.org/10.1080/14751798.2012.730722,2880.0,0.0
Bacterial-Platelet Interactions: Virulence Meets Host Defense,Michael R Yeaman,Future Microbiology,5,3,p471 - p506,2010,10.2217/fmb.09.112,08-Mar-2010,https://doi.org/10.2217/fmb.09.112,311.0,56.0
Collective defense by spiny lobster (Panulirus argus) against triggerfish (Balistes capriscus): effects of number of attackers and defenders,"William F Herrnkind, Kari L Lavalli",New Zealand Journal of Marine and Freshwater Research,43,1,p15 - p28,2009,10.1080/00288330909509978,19-Feb-2010,https://doi.org/10.1080/00288330909509978,1276.0,17.0
"Pitfalls, ditches and a wall: territorial defence strategies of the Bamun of Foumban, Cameroon",Jacques Aymeric Nsangou,Azania: Archaeological Research in Africa,53,3,p383 - p397,2018,10.1080/0067270x.2018.1513241,03-Oct-2018,https://doi.org/10.1080/0067270x.2018.1513241,162.0,3.0
"Effect of Queenlessness on Worker Survival, Honey Gain and Defence Behaviour in Honeybees","Keith S Delaplane, John R Harbo",Journal of Apicultural Research,26,1,p37 - p42,1987,10.1080/00218839.1987.11100732,24-Mar-2015,https://doi.org/10.1080/00218839.1987.11100732,28.0,17.0
Empirical Studies of Defense Style: Relationships with Psychopathology and Change,Michael Bond,Harvard Review of Psychiatry,12,5,p263 - p278,2004,10.1080/10673220490886167,03-Jul-2009,https://doi.org/10.1080/10673220490886167,278.0,30.0
The Interconnection between the European Security and Defence Policy and the Balkans,Lucia Montanaro-Jankovski,Southeast European and Black Sea Studies,7,1,p139 - p157,2007,10.1080/14683850701189741,18-Nov-2008,https://doi.org/10.1080/14683850701189741,390.0,2.0
Legal aid and defence support at the UN International Criminal Tribunal for the former Yugoslavia,John Hocking,Commonwealth Law Bulletin,36,3,p529 - p537,2010,10.1080/03050718.2010.500849,13-Sep-2010,https://doi.org/10.1080/03050718.2010.500849,132.0,0.0
II. North Korea's Contemporary Defence-Export Industry,Andrea Berger,Whitehall Papers,84,1,p35 - p62,2015,10.1080/02681307.2015.1113087,14-Dec-2015,https://doi.org/10.1080/02681307.2015.1113087,540.0,0.0
"The origins and activity of the workers' defence committee, KOR: 1976-1980",Robert Zuzowski,Politikon,20,1,p105 - p135,1993,10.1080/02589349308704990,04-Jun-2010,https://doi.org/10.1080/02589349308704990,22.0,0.0
"Predicting verdicts, adherence to judge's instructions, and assumptions about the disposition of the defendant in a case involving the insanity defense","L Lecci, M Peters","Psychology, Crime & Law",18,9,p817 - p831,2012,10.1080/1068316x.2011.566872,21-Jul-2011,https://doi.org/10.1080/1068316x.2011.566872,1174.0,11.0
Uncertain courses: theater missile defense and cross-strait competition,Jianxiang Bi,Journal of Strategic Studies,25,3,p109 - p160,2002,10.1080/01402390412331302795,04-Jun-2010,https://doi.org/10.1080/01402390412331302795,161.0,1.0
Defending the mentally ill: The insanity defense and the role of forensic hypnosis,Milton V Kline,International Journal of Clinical and Experimental Hypnosis,27,4,p375 - p401,1979,10.1080/00207147908407574,31-Jan-2008,https://doi.org/10.1080/00207147908407574,40.0,3.0
Defense without aggression,Hal Harvey,Bulletin of the Atomic Scientists,44,7,p12 - p15,1988,10.1080/00963402.1988.11456192,15-Sep-2015,https://doi.org/10.1080/00963402.1988.11456192,13.0,1.0
"A nominal defence? NATO threat perception and responses in the Balkan area, 1951-1967",Dionysios Chourchoulis,Cold War History,12,4,p637 - p657,2012,10.1080/14682745.2012.671297,22-May-2012,https://doi.org/10.1080/14682745.2012.671297,571.0,3.0
A nativist defence of Javanism in late 19th-century Java,Edwin P Wieringa,Indonesia and the Malay World,47,139,p335 - p352,2019,10.1080/13639811.2019.1652436,13-Sep-2019,https://doi.org/10.1080/13639811.2019.1652436,328.0,1.0
What the India-Russia Defence Partnership Means for US Policy,"Sameer Lalwani, Tyler Sagerstrom",Survival,63,4,p149 - p182,2021,10.1080/00396338.2021.1956196,27-Jul-2021,https://doi.org/10.1080/00396338.2021.1956196,1257.0,10.0
The defence of shechita: Anglo-Jewry and the 'humane conditions' regulations of 1990,Geoffrey Alderman,Journal of Ethnic and Migration Studies,21,1,p79 - p93,1995,10.1080/1369183x.1995.9976474,30-Jun-2010,https://doi.org/10.1080/1369183x.1995.9976474,21.0,0.0
Why President Biden needs to revisit-and reduce-his defense budget,Lawrence Korb,Bulletin of the Atomic Scientists,77,5,p249 - p250,2021,10.1080/00963402.2021.1964234,07-Sep-2021,https://doi.org/10.1080/00963402.2021.1964234,320.0,0.0
Space sensors and missile defense,Steve Lambakis,Comparative Strategy,43,1,p1 - p57,2024,10.1080/01495933.2023.2295235,22-Jan-2024,https://doi.org/10.1080/01495933.2023.2295235,893.0,3.0
England and the Superior Orders Defence-Choosing the Middle Path,Ziv Bohrer,Oxford University Commonwealth Law Journal,12,2,p273 - p294,2012,10.5235/14729342.12.2.273,07-May-2015,https://doi.org/10.5235/14729342.12.2.273,102.0,1.0
Themes in defence manpower economics and challenges for the future,"Beth J Asch, John T Warner",Defence and Peace Economics,11,1,p93 - p103,2000,10.1080/10430710008404941,19-Oct-2007,https://doi.org/10.1080/10430710008404941,115.0,4.0
On the contribution of defense innovation to China's economic growth,"Sifeng Liu, Yu Shen, Yingjie Yang, Chaoqing Yuan",Defence and Peace Economics,27,6,p820 - p837,2016,10.1080/10242694.2014.901644,03-Apr-2014,https://doi.org/10.1080/10242694.2014.901644,619.0,11.0
The European Commission's Position in the Field of Security and Defence: An Unconventional Actor at a Meeting Point,Chantal Lavallée,Perspectives on European Politics and Society,12,4,p371 - p389,2011,10.1080/15705854.2011.622955,22-Nov-2011,https://doi.org/10.1080/15705854.2011.622955,540.0,17.0
"Irish Political Parties' Attitudes towards Neutrality and the Evolution of the EU's Foreign, Security and Defence Policies",Karen Devine,Irish Political Studies,24,4,p467 - p490,2009,10.1080/07907180903274776,18-Nov-2009,https://doi.org/10.1080/07907180903274776,1437.0,14.0
The development of a new labour framework during the Second Republic in Spain: the Central Service for job placement and defence against unemployment,"Joaquín Ocampo Suárez-Valdés, Patricia Suárez",Labor History,59,4,p491 - p511,2018,10.1080/0023656x.2018.1467260,11-May-2018,https://doi.org/10.1080/0023656x.2018.1467260,128.0,1.0
Defense innovation in Russia in the 2010s,Vasilii Kashin,Journal of Strategic Studies,44,6,p901 - p921,2021,10.1080/01402390.2021.1974172,08-Sep-2021,https://doi.org/10.1080/01402390.2021.1974172,1211.0,3.0
Defense Spending and Unemployment in France,Julien Malizard,Defence and Peace Economics,25,6,p635 - p642,2014,10.1080/10242694.2013.857450,30-Jan-2014,https://doi.org/10.1080/10242694.2013.857450,813.0,30.0
The poverty of Australian defence and security studies: The 'secure Australia project' and its critics,David Sullivan,Australian Journal of Political Science,30,1,p146 - p157,1995,10.1080/00323269508402329,21-Sep-2007,https://doi.org/10.1080/00323269508402329,120.0,2.0
Payment as Perverse Defense,Wendy Wiener Katz,The Psychoanalytic Quarterly,78,3,p843 - p869,2009,10.1002/j.2167-4086.2009.tb00415.x,14-Sep-2017,https://doi.org/10.1002/j.2167-4086.2009.tb00415.x,27.0,1.0
An unusual Toll/MyD88-mediated Drosophila host defence against Talaromyces marneffei,"Dominique Ferrandon, Zi Li, Sha Lu, Qinglin Qu, Xiaoyue Wang, Liyan Xi",Fly,18,1,,2024,10.1080/19336934.2024.2398300,06-Sep-2024,https://doi.org/10.1080/19336934.2024.2398300,1111.0,0.0
New sources of military change - armed forces as normal organizations,Per M Norheim-Martinsen,Defence Studies,16,3,p312 - p326,2016,10.1080/14702436.2016.1195234,09-Jun-2016,https://doi.org/10.1080/14702436.2016.1195234,2391.0,27.0
Social defences and organisational culture in a local authority child protection setting: challenges for the Munro Review?,Andrew Whittaker,Journal of Social Work Practice,25,4,p481 - p495,2011,10.1080/02650533.2011.626654,24-Nov-2011,https://doi.org/10.1080/02650533.2011.626654,3942.0,41.0
The Extraordinary Ethics of Self-Defence: Embodied Vulnerability and Gun Rights among Transgender Shooters in the United States,Joe Anderson,Ethnos,88,5,p1036 - p1053,2023,10.1080/00141844.2021.2013281,16-Dec-2021,https://doi.org/10.1080/00141844.2021.2013281,3323.0,2.0
Conventional defence,,The Adelphi Papers,33,278,p46 - p59,1993,10.1080/05679329308449173,02-May-2008,https://doi.org/10.1080/05679329308449173,14.0,1.0
Missile defense and strategic stability: Terminal High Altitude Area Defense (THAAD) in South Korea,"Bryan L Fearey, Jaganath Sankaran",Contemporary Security Policy,38,3,p321 - p344,2017,10.1080/13523260.2017.1280744,06-Feb-2017,https://doi.org/10.1080/13523260.2017.1280744,4400.0,15.0
The 'Intrastate-Trade-Restriction' Defence in Commerce-clause Challenges of State-imposed Restrictions on Water Exports to Neighbouring States,"Marshall Frasier, Joel R Hamilton, Ray Huffaker",International Journal of Water Resources Development,16,2,p275 - p279,2000,10.1080/07900620050003170,21-Jul-2010,https://doi.org/10.1080/07900620050003170,34.0,1.0
Responsibility Arguments in Defence of Abortion: When One is Morally Responsible for the Creation of a Fetus,Timothy Kirschenheiter,The New Bioethics,29,4,p340 - p351,2023,10.1080/20502877.2023.2261726,28-Sep-2023,https://doi.org/10.1080/20502877.2023.2261726,325.0,1.0
"The SADC organ for politics, defence and security: Challenges for regional community building",Maxi van Aardt,South African Journal of International Affairs,4,2,p144 - p164,1996,10.1080/10220469609545198,11-Nov-2009,https://doi.org/10.1080/10220469609545198,126.0,1.0
European defence,Henry Kissinger,Survival,4,5,p217 - p225,1962,10.1080/00396336208440343,03-Mar-2008,https://doi.org/10.1080/00396336208440343,30.0,0.0
"Emotions, Risk Perceptions and Precautionary Actions of Citizens During a Military Operation Using a New Defence Technology: The Israeli Case of the Iron Dome","Uri Benzion, Eyal Lahav, Shosh Shahrabani",Defence and Peace Economics,30,6,p666 - p686,2019,10.1080/10242694.2018.1455132,26-Mar-2018,https://doi.org/10.1080/10242694.2018.1455132,804.0,17.0
Attitudes Toward the Insanity Defense: Examination of the Factor Structure of Insanity Defense Attitude-Revised (IDA-R) Scale in Ghana,"Inusah Abdul-Nasiru, Samuel Adjorlolo, Francis Jr Bentum, Heng Choon Oliver Chan",International Journal of Forensic Mental Health,16,1,p33 - p45,2017,10.1080/14999013.2016.1235628,14-Nov-2016,https://doi.org/10.1080/14999013.2016.1235628,1000.0,8.0
The Costs of Non-Europe? Denmark and the Common Security and Defence Policy,"Jess Pilegaard, Gorm Rye Olsen",European Security,14,3,p339 - p360,2005,10.1080/09662830500407903,09-Aug-2006,https://doi.org/10.1080/09662830500407903,813.0,7.0
Enlightenment or status defence? Education and social problem concerns from adolescence to midlife,"Angela Chow, Nancy L Galambos, Matthew D Johnson, Harvey J Krahn",British Journal of Sociology of Education,39,7,p942 - p960,2018,10.1080/01425692.2018.1429893,08-Feb-2018,https://doi.org/10.1080/01425692.2018.1429893,668.0,5.0
"Maize defence mechanisms against the European corn borer, Ostrinia nubilalis Hübner (Lepidoptera: Crambidae)","Filip Franeta, Dušanka Inđić, Sanja Mikić, Željko Milovac, Bojan Mitrović, Slavica Vuković",International Journal of Pest Management,65,1,p23 - p32,2019,10.1080/09670874.2018.1454629,31-Mar-2018,https://doi.org/10.1080/09670874.2018.1454629,494.0,6.0
"Daws Castle, Somerset, and Civil Defence Measures in Southern and Midland England in the Ninth to Eleventh Centuries",Jeremy Haslam,Archaeological Journal,168,1,p195 - p226,2011,10.1080/00665983.2011.11020834,20-Dec-2014,https://doi.org/10.1080/00665983.2011.11020834,234.0,7.0
China's defence industries,Wendy Frieman,The Pacific Review,6,1,p51 - p62,1993,10.1080/09512749308719021,03-Apr-2007,https://doi.org/10.1080/09512749308719021,47.0,3.0
"Translating the Women, Peace and Security Agenda into EU Common Security and Defence Policy: Reflections from EU Peacebuilding","Maria-Adriana Deiana, Kenneth McDonagh",Global Society,32,4,p415 - p435,2018,10.1080/13600826.2018.1474183,11-Jun-2018,https://doi.org/10.1080/13600826.2018.1474183,1298.0,12.0
Interregional Migration of Defense Scientists and Engineers to the Gunbelt during the 1980s,Scott Campbell,Economic Geography,69,2,p204 - p223,1993,10.2307/143536,09-Jun-2016,https://doi.org/10.2307/143536,13.0,8.0
Perverse Effects in Defense of Computer Systems: When More Is Less,Josephine Wolff,Journal of Management Information Systems,33,2,p597 - p620,2016,10.1080/07421222.2016.1205934,05-Oct-2016,https://doi.org/10.1080/07421222.2016.1205934,763.0,18.0
On the application of multiple criteria decision making to a problem in defence systems acquisition,"AARON R DEWISPELARE, ANDREW P SAGE",International Journal of Systems Science,11,10,p1213 - p1240,1980,10.1080/00207728008967084,31-May-2007,https://doi.org/10.1080/00207728008967084,27.0,3.0
Missile defense capability,Douglas R Graham,Comparative Strategy,12,1,p37 - p40,1993,10.1080/01495939308402898,24-Sep-2007,https://doi.org/10.1080/01495939308402898,19.0,1.0
Environmental offsets,Stephen Knight-Lenihan,Urban Policy and Research,40,2,p169 - p172,2022,10.1080/08111146.2022.2043344,28-Feb-2022,https://doi.org/10.1080/08111146.2022.2043344,144.0,0.0
Antioxidant defence mechanisms: From the beginning to the end (of the beginning),Barry Halliwell,Free Radical Research,31,4,p261 - p272,1999,10.1080/10715769900300841,07-Jul-2009,https://doi.org/10.1080/10715769900300841,1160.0,767.0
Western Europe and the future directions of the American strategic defence debate,,The Adelphi Papers,29,238,p40 - p54,1989,10.1080/05679328908448890,02-May-2008,https://doi.org/10.1080/05679328908448890,13.0,0.0
A Case Study of Russo-Ukrainian Defense Industrial Cooperation: Russian Dilemmas,Tomas Malmlöf,The Journal of Slavic Military Studies,29,1,p1 - p22,2016,10.1080/13518046.2015.1094941,16-Feb-2016,https://doi.org/10.1080/13518046.2015.1094941,780.0,3.0
